,node_id,y
0,0,0.5878489326765188
1,1,0.6477789436866037
2,2,0.5897435897435898
3,20,0.5402597402597402
4,76,0.5142857142857142
5,77,0.4713375796178344
6,78,0.5833333333333334
7,79,0.66796875
8,80,0.6676300578034682
9,126,0.5555555555555556
10,127,0.5531914893617021
11,128,0.4661654135338345
12,142,0.5081081081081081
13,143,0.5470085470085471
14,144,0.6204986149584487
15,145,0.5681818181818182
16,146,0.6241299303944315
17,147,0.6366459627329193
18,148,0.5292397660818714
19,149,0.6224899598393574
20,270,0.6075949367088608
21,271,0.6121794871794872
22,287,0.6894427732416559
23,288,0.7309734513274336
24,289,0.72131931166348
25,290,0.7309691225924794
26,291,0.6380368098159509
27,292,0.6416666666666667
28,327,0.5084745762711864
29,328,0.4545454545454545
30,329,0.6641221374045801
31,330,0.6042884990253411
32,331,0.5555555555555556
33,332,0.6570327552986512
34,333,0.5676274944567627
35,334,0.5571428571428572
36,335,0.5309734513274337
37,371,0.6727272727272727
38,372,0.6700960219478738
39,373,0.6623376623376623
40,374,0.6440677966101694
41,471,0.4465875370919881
42,472,0.56
43,473,0.875
44,474,0.6694214876033058
45,475,0.509090909090909
46,476,0.6330935251798561
47,555,0.7478260869565218
48,556,0.5669014084507042
49,557,0.63
50,558,0.5378749364514489
51,559,0.4817813765182186
52,560,0.843501326259947
53,577,0.62143310082435
54,578,0.6981132075471698
55,579,0.6378792019677507
56,580,0.4817708333333333
57,581,0.5971014492753624
58,582,0.6446808510638298
59,583,0.5526315789473685
60,584,0.5445344129554656
61,585,0.6511254019292605
62,732,0.6876663708961845
63,733,0.7653890824622532
64,734,0.5977011494252874
65,735,0.5343915343915344
66,736,0.6590649942987458
67,737,0.6295206055508831
68,757,0.6491228070175439
69,758,0.4980314960629921
70,759,0.6014669926650367
71,760,0.7733333333333333
72,761,0.5892617449664429
73,762,0.7822155237377544
74,843,0.5737179487179487
75,844,0.6
76,845,0.5121951219512195
77,869,0.5873015873015873
78,870,0.6880308880308881
79,871,0.7222222222222222
80,872,0.6512539184952978
81,982,0.5676959619952494
82,983,0.7083333333333334
83,984,0.9523809523809524
84,1048,0.572992700729927
85,1049,0.6536661466458659
86,1050,0.7671232876712328
87,1051,0.6411428571428571
88,1052,0.5564
89,1053,0.5393700787401575
90,1054,0.6578947368421053
91,1055,0.7471698113207547
92,1068,0.5509433962264151
93,1069,0.6363636363636364
94,1230,0.677570093457944
95,1231,0.5325779036827195
96,1232,0.4737732656514382
97,1252,0.6455026455026455
98,1253,0.5135135135135135
99,1254,0.6373626373626373
100,1255,0.546875
101,1256,0.50920245398773
102,1257,0.5603112840466926
103,1258,0.6842105263157895
104,1259,0.5324675324675324
105,1260,0.6385185185185185
106,1261,0.7797183098591549
107,1355,0.62
108,1356,0.5055555555555555
109,1357,0.5396039603960396
110,1358,0.6505016722408027
111,1359,0.6097560975609756
112,1360,0.6198347107438017
113,1361,0.5228758169934641
114,1381,0.7173333333333334
115,1382,0.6131386861313869
116,1383,0.556390977443609
117,1384,0.5897435897435898
118,1385,0.6083650190114068
119,1386,0.6262773722627737
120,1387,0.5845790715971676
121,1482,0.53125
122,1483,0.6134969325153374
123,1484,0.6753246753246753
124,1485,1.0
125,1548,0.4666666666666667
126,1549,0.7195121951219512
127,1550,0.7144820477581172
128,1561,0.508695652173913
129,1562,0.5577956989247311
130,1563,0.5415929203539823
131,1564,0.6406976744186047
132,1737,0.5285714285714286
133,1738,0.7391653290529695
134,1739,0.7112713675213675
135,1740,0.5178323297823066
